a1,a2,a3,g1,g2,g3,LABEL
14020,-9996,-376,-695,-379,12,FALSE
14136,-9580,-480,-10,-116,-187,FALSE
14256,-9156,-432,149,69,-29,FALSE
14344,-9208,-476,222,344,-65,FALSE
14404,-9216,-192,444,529,-154,FALSE
14268,-9236,-464,612,616,-61,FALSE
13960,-9308,-448,695,278,62,FALSE
13848,-9096,-520,464,-184,198,FALSE
13980,-8860,-364,-202,-699,508,FALSE
14056,-8804,-100,-1339,-1230,681,FALSE
14112,-9268,-288,-2245,-1600,817,FALSE
14180,-9864,-152,-1973,-1061,547,FALSE
14060,-9980,-552,-1153,-368,74,FALSE
14072,-9416,-424,-652,-25,17,FALSE
14032,-9492,-588,-224,150,10,FALSE
14204,-9488,-472,121,289,-108,FALSE
14376,-9324,-492,332,374,-165,FALSE
14420,-9196,-360,652,447,-190,FALSE
14292,-9324,-504,922,496,-182,FALSE
14192,-9108,-448,1050,252,-53,FALSE
14092,-9048,-564,662,-107,235,FALSE
13948,-8996,-428,487,-402,427,FALSE
14296,-8560,-136,-350,-562,451,FALSE
14028,-8768,-24,-2002,-716,694,FALSE
14068,-9376,208,-3310,-846,699,FALSE
14028,-9916,-188,-3816,-972,649,FALSE
13960,-9880,-96,-3401,-582,555,FALSE
13756,-9956,-536,-2256,-283,242,FALSE
13904,-9996,-600,-1288,-163,30,FALSE
14020,-9656,-592,-212,-144,-44,FALSE
14168,-9412,-832,603,-34,-146,FALSE
14268,-9148,-680,738,-17,-18,FALSE
14212,-9132,-720,972,-83,-19,FALSE
14280,-9408,-728,1325,-174,29,FALSE
14248,-9032,-712,1377,-141,92,FALSE
13980,-8996,-572,1241,-180,260,FALSE
14108,-8844,-292,157,-380,429,FALSE
14144,-8908,-32,-795,-614,605,FALSE
13844,-9640,-124,-1205,-803,630,FALSE
14008,-9684,-212,-1506,-1041,582,FALSE
14112,-9840,-232,-1269,-875,355,FALSE
14108,-9880,-192,-652,-491,-1,FALSE
14032,-9700,-328,-205,-108,-152,FALSE
14140,-9456,-456,109,94,-70,FALSE
14288,-9428,-652,463,361,-122,FALSE
14260,-9392,-524,819,573,-220,FALSE
14120,-9140,-600,1066,569,-157,FALSE
14056,-8828,-588,652,96,101,FALSE
14112,-8636,-408,-312,-537,329,FALSE
13832,-8940,-232,-1433,-1273,714,FALSE
14104,-8992,-212,-2429,-1740,786,FALSE
14260,-9600,-252,-2549,-1641,668,FALSE
14204,-10304,-380,-1575,-627,246,FALSE
14064,-9924,-716,-470,-61,-38,FALSE
14052,-9684,-736,197,235,-12,FALSE
14188,-9540,-596,652,496,-66,FALSE
14356,-9284,-460,836,633,-182,FALSE
14292,-9272,-628,923,654,-139,FALSE
14068,-9072,-368,951,338,-24,FALSE
13980,-8932,-472,520,-186,193,FALSE
14052,-9088,-408,-453,-766,340,FALSE
13888,-9076,-176,-1583,-1395,646,FALSE
13900,-9272,-456,-2437,-1798,853,FALSE
14300,-9872,-352,-2291,-1329,674,FALSE
14208,-9832,-316,-1213,-622,261,FALSE
14252,-9756,-680,-340,-81,-59,FALSE
14144,-9592,-732,253,187,-139,FALSE
14276,-9284,-692,507,472,-189,FALSE
14428,-9152,-664,890,726,-326,FALSE
14324,-9488,-584,1286,829,-303,FALSE
14092,-9376,-552,1872,814,-266,FALSE
13900,-9308,-684,2047,519,-158,FALSE
13872,-8728,-816,1548,-174,103,FALSE
14192,-8280,-88,-69,-890,509,FALSE
13964,-8620,232,-2147,-1556,873,FALSE
14044,-9320,-12,-3452,-1827,1039,FALSE
14164,-10024,116,-3422,-1226,827,FALSE
14036,-10404,-448,-2307,-418,342,FALSE
13832,-9884,-576,-1177,80,119,FALSE
14076,-9804,-640,-101,170,-76,FALSE
14200,-9520,-596,270,356,-167,FALSE
14328,-9224,-576,535,369,-180,FALSE
14332,-9272,-692,873,394,-307,FALSE
14220,-9404,-644,1305,308,-332,FALSE
14088,-9184,-504,1464,128,-178,FALSE
13968,-8996,-448,1424,-207,140,FALSE
13940,-8912,-504,910,-545,330,FALSE
14240,-8888,-128,-434,-642,543,FALSE
14052,-8816,-12,-1779,-943,733,FALSE
13844,-9504,-96,-2372,-1228,836,FALSE
14040,-9996,-384,-2436,-810,688,FALSE
13944,-10020,-436,-1710,-697,384,FALSE
13996,-9616,-628,-1448,-467,338,FALSE
14152,-9256,-248,-1032,-289,192,FALSE
14172,-9708,-484,-365,-106,5,FALSE
14140,-9524,-872,121,135,-153,FALSE
14152,-9348,-712,504,142,-123,FALSE
14356,-9308,-688,900,267,-306,FALSE
14248,-9344,-584,1319,454,-368,FALSE
14052,-9212,-412,1326,439,-128,FALSE
13968,-9064,-352,870,137,145,FALSE
13852,-9064,-420,318,-243,326,FALSE
14040,-9040,-188,-354,-525,445,FALSE
13876,-9232,-24,-1202,-853,588,FALSE
13908,-9216,-188,-1924,-1415,815,FALSE
14036,-9368,-364,-2666,-1622,727,FALSE
14104,-9636,-652,-3003,-1220,639,FALSE
14008,-9492,-384,-3021,-862,510,FALSE
14128,-9548,-504,-2463,-528,540,FALSE
14060,-10516,-1084,-800,-164,96,FALSE
14084,-9792,-984,751,233,-290,FALSE
14316,-9416,-868,1695,554,-435,FALSE
14388,-9208,-752,2251,782,-548,FALSE
14052,-9172,-728,2272,716,-438,FALSE
14012,-8884,-584,1859,480,-11,FALSE
14024,-8924,-680,1474,46,249,FALSE
13884,-9092,-340,748,-470,310,FALSE
14068,-8864,-340,-278,-745,501,FALSE
14176,-9228,40,-1084,-1024,626,FALSE
13992,-9372,-56,-1728,-1159,695,FALSE
13944,-9716,-352,-1831,-1000,548,FALSE
13796,-9732,-356,-1862,-765,383,FALSE
14000,-9696,-504,-1818,-532,392,FALSE
14256,-9736,-348,-1666,-271,338,FALSE
14108,-9616,-584,-933,129,136,FALSE
14032,-9600,-768,31,269,-190,FALSE
14212,-9588,-820,568,336,-284,FALSE
14084,-9380,-700,952,396,-337,FALSE
14152,-9392,-652,1445,422,-388,FALSE
14012,-9004,-656,1179,217,-56,FALSE
14196,-8696,-700,521,-104,221,FALSE
14152,-8880,-408,-189,-379,391,FALSE
14040,-9048,-384,-1125,-677,560,FALSE
14052,-9200,-312,-1771,-1183,745,FALSE
14084,-9484,-424,-1966,-1234,708,FALSE
14276,-9744,-364,-1464,-923,456,FALSE
14124,-9696,-352,-1042,-498,295,FALSE
14100,-9448,-520,-685,-143,228,FALSE
14124,-9580,-712,-350,116,141,FALSE
14184,-9464,-652,-33,204,67,FALSE
14256,-9480,-584,127,235,118,FALSE
13992,-9296,-640,193,159,107,FALSE
14104,-9228,-608,-2,-67,195,FALSE
14012,-9408,-712,-267,-349,269,FALSE
13912,-9396,-844,-360,-500,408,FALSE
13944,-9368,-600,-564,-667,393,FALSE
13940,-9436,-724,-720,-646,440,FALSE
14036,-9516,-484,-939,-676,441,FALSE
14028,-9728,-488,-958,-504,390,FALSE
13948,-9892,-636,-484,-304,225,FALSE
13924,-9816,-668,58,-15,4,FALSE
14080,-9596,-728,500,104,-130,FALSE
14204,-9524,-656,775,287,-271,FALSE
14252,-9532,-608,899,369,-320,FALSE
14284,-9280,-552,1294,546,-370,FALSE
13804,-9324,-596,1188,393,-248,FALSE
13904,-8668,-592,337,-165,222,FALSE
13980,-8804,-100,-972,-840,594,FALSE
13824,-8868,-216,-2557,-1622,861,FALSE
14220,-9244,-188,-3463,-1762,1013,FALSE
14188,-10044,-496,-2883,-1266,724,FALSE
14116,-10260,-912,-1286,-507,242,FALSE
13968,-9968,-984,426,161,-258,FALSE
14112,-9644,-840,1239,654,-407,FALSE
14208,-9228,-748,1165,795,-281,FALSE
14148,-9252,-484,1076,844,-161,FALSE
13972,-9292,-804,927,665,-18,FALSE
13780,-9024,-564,380,-24,201,FALSE
13932,-9124,-600,-287,-738,406,FALSE
14008,-9300,-408,-844,-1080,440,FALSE
14104,-9296,-728,-1208,-1188,478,FALSE
13988,-9328,-532,-1288,-1028,473,FALSE
14048,-9480,-784,-1055,-674,371,FALSE
14044,-9280,-664,-1147,-516,409,FALSE
14244,-9472,-408,-1498,-423,564,FALSE
14360,-9348,-428,-1687,-290,622,FALSE
14156,-9600,-604,-1533,-182,589,FALSE
13868,-9860,-980,-1014,-163,479,FALSE
13852,-10036,-1232,-310,-126,226,FALSE
13820,-9836,-1220,187,-157,113,FALSE
14048,-9656,-1152,196,-9,-13,FALSE
14208,-9256,-1124,203,384,-68,FALSE
14188,-9280,-824,42,517,-72,FALSE
14060,-9396,-1088,-285,440,-52,FALSE
13880,-9508,-1016,-147,260,-20,FALSE
13980,-9540,-960,371,105,-44,FALSE
14000,-9164,-916,709,-173,-21,FALSE
14180,-8712,-696,344,-324,122,FALSE
14364,-9036,-380,-160,-420,305,FALSE
14276,-9404,-504,-314,40,377,FALSE
14240,-9380,-560,-127,488,371,FALSE
13968,-9984,-300,18,479,176,FALSE
13920,-10332,-536,677,705,-48,FALSE
13976,-9420,-80,722,391,-59,FALSE
13968,-9608,-224,800,332,-68,FALSE
13684,-9768,-332,970,366,-76,FALSE
13888,-9100,-400,1165,126,-17,FALSE
13976,-8968,16,558,-316,312,FALSE
13956,-9116,128,0,-852,523,FALSE
14108,-9364,488,-911,-777,605,FALSE
14164,-9264,320,-1512,-869,647,FALSE
14004,-9508,336,-1633,-780,512,FALSE
13956,-9656,192,-1643,-719,233,FALSE
13932,-9600,-68,-1834,-884,269,FALSE
14092,-9864,-204,-1352,-691,69,FALSE
14172,-9916,-92,-779,-367,-97,FALSE
14156,-9696,-480,-233,-59,-141,FALSE
14280,-9568,-968,559,346,-261,FALSE
14124,-9516,-816,1132,594,-376,FALSE
13920,-9676,-532,1723,490,-387,FALSE
13720,-9476,-808,1581,357,-10,FALSE
13660,-8992,-812,766,-504,393,FALSE
14204,-9172,-16,-21,-781,363,FALSE
14256,-8896,56,-1229,-847,251,FALSE
14020,-9360,-48,-1952,-913,277,FALSE
14196,-9480,-184,-1913,-496,83,FALSE
14076,-10040,-132,-1343,-93,-91,FALSE
14016,-9744,-272,-689,-60,-92,FALSE
14056,-9584,-288,-157,-48,-178,FALSE
14232,-9252,-148,62,56,-159,FALSE
14264,-9032,-340,-114,206,-27,FALSE
14432,-9160,-432,-285,434,174,FALSE
14348,-9424,-748,-210,569,224,FALSE
13880,-9252,-832,73,584,304,FALSE
13772,-9488,-1180,2,257,310,FALSE
13992,-9392,-1152,53,-51,360,FALSE
13960,-9256,-1144,278,-273,163,FALSE
14256,-9040,-612,-92,-315,176,FALSE
14156,-9108,-312,-544,-293,329,FALSE
13856,-9632,-476,-508,-458,365,FALSE
13868,-9984,-704,288,-471,320,FALSE
13764,-9940,-1172,1152,-514,324,FALSE
13948,-9516,-792,1290,-634,400,FALSE
14120,-9268,-420,588,-579,531,FALSE
14336,-9524,48,-90,-295,343,FALSE
14240,-9472,220,-498,-105,4,FALSE
14108,-9720,528,-438,300,-202,FALSE
13808,-9756,336,40,492,-332,FALSE
13476,-9348,364,-145,116,-200,FALSE
13748,-9116,656,-716,-385,-86,FALSE
14104,-9256,856,-1197,-478,253,FALSE
14224,-9400,732,-554,-273,63,FALSE
14184,-9652,232,589,-34,-250,FALSE
14236,-9440,116,1351,80,-346,FALSE
14156,-9688,-12,2148,360,-524,FALSE
14088,-8844,-8,1680,56,-157,FALSE
14480,-8456,416,-51,-390,194,FALSE
14400,-8716,356,-1002,-758,235,FALSE
14536,-9336,72,-1943,-534,218,FALSE
14216,-9244,-232,-2050,-286,-4,FALSE
14000,-9632,-104,-2105,-135,108,FALSE
14184,-9380,236,-1945,-118,144,FALSE
14044,-9136,216,-1905,-130,295,FALSE
13872,-8852,-212,-2478,-749,712,FALSE
13952,-9020,-680,-2683,-1435,932,FALSE
13872,-10056,-496,-1717,-1580,768,FALSE
14500,-9832,-668,-363,-1020,360,FALSE
14340,-9604,-784,750,-232,232,FALSE
14444,-9192,-748,1329,268,-30,FALSE
14448,-9456,-776,1727,691,-194,FALSE
13936,-9252,-632,1600,1049,77,FALSE
13840,-8620,-244,519,517,683,FALSE
14456,-8220,652,-1618,-335,1151,FALSE
13816,-9220,700,-2569,-834,1095,FALSE
13788,-9720,72,-2626,-1333,1026,FALSE
13772,-10120,-452,-2156,-1210,656,FALSE
13972,-10236,-676,-1233,-1088,301,FALSE
13804,-9996,-432,-744,-908,24,FALSE
13940,-10032,-744,-678,-583,152,FALSE
13940,-9668,-732,-644,-82,130,FALSE
13864,-9848,-916,-372,507,-45,FALSE
13932,-9800,-808,-229,735,-147,FALSE
14172,-9456,-972,-94,632,-115,FALSE
14060,-9196,-712,-263,302,165,FALSE
14044,-9188,-460,-453,-320,303,FALSE
13972,-9132,-600,-301,-723,247,FALSE
13892,-9280,-756,-193,-1141,310,FALSE
14116,-9448,-620,-150,-1202,386,FALSE
14216,-9604,-516,-153,-796,309,FALSE
14080,-9684,-244,-548,-337,276,FALSE
14012,-9808,-332,-741,117,131,FALSE
13916,-9752,-532,-806,287,-127,FALSE
13988,-9572,-312,-873,356,-221,FALSE
14040,-9512,-240,-696,348,-239,FALSE
14144,-9416,-168,-451,401,-188,FALSE
14240,-9176,-204,-355,343,-32,FALSE
14132,-9156,-312,-80,167,22,FALSE
13928,-9596,-652,628,-139,52,FALSE
13872,-9700,-768,1669,-404,100,FALSE
14160,-9304,-560,1627,-407,303,FALSE
14300,-9104,-476,729,-397,578,FALSE
14196,-9276,-292,-327,-480,557,FALSE
14072,-9596,-420,-887,-296,411,FALSE
13968,-9488,-428,-942,-245,107,FALSE
13824,-9556,-196,-838,-141,-108,FALSE
14004,-9348,-84,-1158,-76,-247,FALSE
14200,-9268,588,-1800,82,-125,FALSE
14268,-9132,472,-2669,41,142,FALSE
14172,-9416,196,-2735,120,266,FALSE
14136,-9772,176,-1998,347,154,FALSE
13828,-9736,-628,-688,399,32,FALSE
14104,-10064,-956,809,226,8,FALSE
14304,-9464,-728,1823,-181,73,FALSE
14252,-9424,-452,2437,-322,216,FALSE
13892,-8800,-668,2378,-355,311,FALSE
14264,-8760,-708,1284,-812,709,FALSE
14088,-9056,-544,430,-1110,741,FALSE
14364,-9140,-160,-789,-955,406,FALSE
14128,-9476,16,-1470,-870,206,FALSE
14080,-9680,136,-1316,-560,-134,FALSE
13824,-9516,0,-1519,-29,-64,FALSE
13740,-9688,52,-1943,-177,280,FALSE
13652,-9652,-24,-2408,-689,615,FALSE
13576,-10500,-516,-1849,-1036,544,FALSE
13520,-11016,-1016,-282,-1242,177,FALSE
13084,-10836,-1704,1780,-1308,-455,FALSE
13640,-10040,-1640,2796,-1145,-639,FALSE
14292,-8988,-1076,2326,-862,-640,FALSE
14300,-8332,-936,1508,-336,-231,FALSE
14220,-8700,-812,819,-51,67,FALSE
14672,-9008,-504,814,230,252,FALSE
14496,-8928,-324,1005,592,381,FALSE
14584,-8624,-212,1102,617,335,FALSE
14768,-8256,476,708,352,302,FALSE
14876,-8412,540,-161,120,273,FALSE
14836,-8428,948,-709,-321,257,FALSE
14352,-8816,1040,-935,-678,269,FALSE
14520,-9028,896,-803,-858,372,FALSE
14232,-9260,708,-459,-844,469,FALSE
14140,-9432,388,-132,-846,608,FALSE
13860,-9376,200,416,-935,723,FALSE
13684,-9628,-32,762,-917,696,FALSE
13784,-9800,132,518,-872,833,FALSE
13800,-9872,-12,120,-739,937,FALSE
13700,-9852,-280,-368,-771,863,FALSE
13568,-10292,-400,-466,-679,711,FALSE
13492,-10236,-828,-943,-648,409,FALSE
13428,-10296,-872,-1174,-523,249,FALSE
13688,-10112,-1016,-1093,-419,87,FALSE
13872,-9600,-1084,-1439,-382,-41,FALSE
14176,-9384,-876,-1530,-326,-198,FALSE
14136,-9340,-800,-1211,117,-574,FALSE
14572,-9308,-316,-1043,553,-620,FALSE
14160,-9252,-320,-1121,773,-332,FALSE
14192,-9332,-436,-482,859,-273,FALSE
13992,-9712,-564,133,902,-50,FALSE
13948,-9384,-468,561,668,206,FALSE
14116,-9296,-580,807,237,409,FALSE
14168,-9096,-300,936,-313,464,FALSE
14224,-9072,-148,799,-520,500,FALSE
14084,-9312,-212,842,-439,420,FALSE
14300,-8988,112,65,-168,450,FALSE
14188,-8984,0,-648,-119,473,FALSE
14168,-9596,360,-1101,-139,365,FALSE
13952,-9748,408,-1282,76,217,FALSE
13700,-10008,84,-1247,-20,0,FALSE
13820,-9736,4,-1337,-207,-1,FALSE
13948,-9416,-12,-1627,-99,163,FALSE
13736,-9772,-412,-1936,-272,351,FALSE
13968,-9808,-404,-1942,-352,508,FALSE
14044,-9936,-716,-1495,-354,531,FALSE
14000,-9720,-708,-663,-194,320,FALSE
14288,-9312,-692,-186,-106,219,FALSE
14212,-9232,-468,-130,-105,343,FALSE
14184,-9292,-564,-230,-107,500,FALSE
13948,-9236,-360,-456,-316,753,FALSE
13968,-9388,-252,-501,-394,730,FALSE
13912,-9540,-400,-369,-465,567,FALSE
13856,-9540,-188,-484,-417,409,FALSE
13900,-9496,-200,-354,-204,150,FALSE
13824,-9752,-52,-507,-58,26,FALSE
13528,-10064,-204,-1061,-85,210,FALSE
13416,-10256,-260,-1010,-262,239,FALSE
13676,-10244,-416,-715,-250,136,FALSE
13776,-10012,-540,-359,-149,-2,FALSE
13940,-9720,-284,-238,-71,37,FALSE
13936,-9668,-432,-230,23,66,FALSE
13944,-9544,-568,-202,52,139,FALSE
14112,-9484,-512,-124,-96,174,FALSE
13992,-9308,-476,118,-136,168,FALSE
14204,-9164,-444,16,-170,121,FALSE
14168,-9144,-280,-233,-254,164,FALSE
14164,-9228,-80,-467,-419,189,FALSE
14184,-9268,-128,-579,-577,186,FALSE
14124,-9644,-108,-399,-523,60,FALSE
14224,-9312,-340,-108,-298,-170,FALSE
14004,-9520,28,-641,9,-54,FALSE
13856,-9612,-144,-941,-105,67,FALSE
13968,-9664,-272,-983,-81,210,FALSE
14072,-8976,-72,-1387,-57,387,FALSE
13824,-10016,-480,-1159,-111,509,FALSE
13824,-9932,-620,-637,-78,238,FALSE
13872,-9504,-764,-227,-233,153,FALSE
13948,-9528,-504,-82,-339,144,FALSE
14080,-9612,-608,44,-454,190,FALSE
14024,-9424,-568,177,-527,253,FALSE
13968,-9416,-584,108,-322,405,FALSE
14068,-9336,-304,-201,-337,453,FALSE
13908,-9552,-568,-263,-495,468,FALSE
13812,-9656,-492,-542,-655,499,FALSE
13704,-9568,-400,-885,-864,551,FALSE
13916,-9948,-524,-1077,-1027,498,FALSE
13876,-9776,-452,-851,-804,210,FALSE
14016,-9872,-644,-458,-323,-46,FALSE
14076,-9540,-396,-327,27,-193,FALSE
14096,-9408,-440,-447,235,-93,FALSE
13884,-9948,-336,-46,465,-206,FALSE
14080,-9860,-460,714,683,-378,FALSE
14184,-9424,-324,1078,745,-392,FALSE
14332,-9080,-420,701,527,-146,FALSE
14144,-9256,-188,339,156,119,FALSE
13872,-9228,-168,11,-219,192,FALSE
13876,-9296,-204,-433,-687,363,FALSE
14032,-9504,12,-318,-860,521,FALSE
13964,-9324,-368,-563,-890,556,FALSE
13904,-9392,-296,-961,-1222,745,FALSE
13788,-9448,-420,-1496,-1355,811,FALSE
13720,-9832,-520,-1619,-1316,711,FALSE
13864,-9820,-732,-1332,-1115,506,FALSE
13440,-9544,-520,-913,-880,310,FALSE
13984,-9968,-524,-675,-472,212,FALSE
13920,-9700,-472,-513,-232,249,FALSE
14080,-10156,-552,49,223,36,FALSE
13660,-9448,-508,780,245,-188,FALSE
13976,-9784,-808,1094,630,-148,FALSE
13764,-9488,-620,973,653,2,FALSE
13800,-9392,-408,379,334,110,FALSE
13668,-9292,-480,-190,-2,233,FALSE
13932,-9380,-452,-732,-283,340,FALSE
13912,-9184,-352,-1173,-748,419,FALSE
14056,-9400,-272,-1282,-1121,578,FALSE
13984,-9756,-160,-931,-1121,478,FALSE
13992,-9604,-72,-664,-994,408,FALSE
13980,-9456,36,-757,-936,457,FALSE
13956,-9500,-216,-898,-800,494,FALSE
13956,-9852,-388,-855,-550,303,FALSE
13892,-10028,-424,-529,-386,182,FALSE
13804,-9836,-512,-332,-139,100,FALSE
13876,-9720,-544,-90,-9,-37,FALSE
13968,-9724,-668,65,119,-45,FALSE
13960,-9396,-876,183,47,94,FALSE
13696,-9424,-828,75,-183,259,FALSE
13848,-9652,-736,-90,-384,279,FALSE
13668,-9792,-688,-65,-738,295,FALSE
13968,-9740,-680,71,-824,368,FALSE
14136,-10148,-416,472,-725,273,FALSE
13916,-9384,-232,-189,-634,357,FALSE
14068,-9168,-316,-163,-664,229,FALSE
14136,-9528,-380,-971,-573,361,FALSE
13872,-9568,-360,-1255,-705,312,FALSE
13812,-9816,-608,-1241,-574,279,FALSE
13820,-9916,-744,-1015,-596,249,FALSE
13964,-9656,-624,-675,-518,185,FALSE
13972,-9516,-640,-343,-439,149,FALSE
14188,-9452,-652,-415,-71,165,FALSE
13916,-9772,-656,-398,195,174,FALSE
14036,-9968,-760,181,516,76,FALSE
13956,-10092,-460,1207,978,-198,FALSE
13928,-10120,-932,2310,1163,-495,FALSE
13900,-10060,-756,2949,964,-495,FALSE
13524,-9616,-284,2548,11,210,FALSE
13624,-8768,-216,812,-626,326,FALSE
14096,-8896,184,-972,-1221,696,FALSE
14032,-9260,-148,-2463,-1502,760,FALSE
13844,-9856,-332,-3238,-1522,853,FALSE
13816,-10088,-892,-3021,-1172,748,FALSE
13896,-9864,-1140,-2608,-793,585,FALSE
14020,-9728,-1188,-2301,-584,510,FALSE
13888,-10000,-936,-1929,-222,346,FALSE
13916,-10428,-1104,-872,206,85,FALSE
14088,-9992,-884,475,515,-266,FALSE
14020,-9692,-936,1378,655,-405,FALSE
13968,-9264,-900,1321,622,-329,FALSE
13668,-9100,-584,640,68,62,FALSE
13956,-9292,-260,-7,-352,379,FALSE
13936,-9492,-124,-382,-524,473,FALSE
13760,-9616,-452,-266,-528,421,FALSE
13764,-9724,-328,-343,-589,450,FALSE
13788,-9664,-496,-686,-702,544,FALSE
13708,-9716,-464,-1365,-854,659,FALSE
13464,-9720,-492,-1681,-935,559,FALSE
13884,-9880,-704,-1618,-680,309,FALSE
14452,-10112,-740,-1380,-160,284,FALSE
13904,-9680,-632,-667,-141,-140,FALSE
14012,-9592,-768,-237,-1,-77,FALSE
13948,-9884,-600,158,384,-154,FALSE
14040,-9928,-620,807,800,-452,FALSE
13824,-9596,-844,877,844,-408,FALSE
13680,-9364,-568,636,607,-105,FALSE
13956,-9524,-516,288,230,107,FALSE
13748,-9492,-596,-78,-130,188,FALSE
13820,-9420,-484,-528,-550,398,FALSE
13800,-9480,-344,-696,-937,496,FALSE
13816,-9512,-248,-1078,-1178,600,FALSE
13768,-9668,-576,-1339,-1225,609,FALSE
13880,-9864,-552,-1270,-981,545,FALSE
14108,-9728,-568,-1115,-651,329,FALSE
13972,-9900,-576,-1035,-375,196,FALSE
13948,-9844,-660,-747,-229,163,FALSE
13988,-9804,-864,-153,-53,91,FALSE
13920,-9856,-560,503,227,-132,FALSE
13968,-9700,-604,887,329,-240,FALSE
14092,-9756,-588,1221,464,-313,FALSE
13972,-9456,-696,1443,437,-219,FALSE
13684,-9200,-572,816,178,-55,FALSE
13932,-9232,-592,-54,-386,328,FALSE
13960,-9160,-184,-785,-775,522,FALSE
13944,-9212,-476,-1597,-1118,646,FALSE
13808,-9600,-452,-2207,-1421,871,FALSE
13768,-9908,-740,-1962,-1177,778,FALSE
13908,-10180,-860,-1411,-897,460,FALSE
13836,-9924,-732,-994,-571,390,FALSE
13868,-9872,-780,-735,-253,243,FALSE
13868,-9900,-792,-407,-10,62,FALSE
13736,-10012,-936,-80,218,97,FALSE
13864,-9968,-820,471,385,-144,FALSE
13788,-9708,-748,989,378,-314,FALSE
13904,-9432,-580,800,303,-106,FALSE
13708,-9516,-656,413,-54,121,FALSE
13796,-9324,-592,-94,-282,303,FALSE
14012,-9540,-524,-499,-380,323,FALSE
13984,-9544,-512,-810,-525,468,FALSE
13840,-9564,-592,-779,-661,443,FALSE
13812,-9564,-688,-843,-841,506,FALSE
13712,-9576,-648,-1178,-1043,632,FALSE
13844,-9720,-632,-1547,-1209,740,FALSE
13924,-10004,-852,-1552,-1168,628,FALSE
13908,-9884,-788,-1290,-865,466,FALSE
13964,-10008,-924,-631,-598,210,FALSE
13784,-9940,-972,-24,-101,-27,FALSE
13812,-9700,-1044,241,215,-92,FALSE
13988,-9772,-964,380,452,-94,FALSE
13948,-9660,-732,412,549,29,FALSE
13748,-9740,-656,610,613,19,FALSE
13728,-9724,-892,814,593,-89,FALSE
13732,-9588,-676,871,346,-48,FALSE
13676,-9168,-532,75,-182,177,FALSE
13828,-9456,-448,-747,-726,520,FALSE
13832,-9780,-420,-1306,-886,558,FALSE
13608,-9804,-572,-1527,-1031,669,FALSE
13760,-10028,-824,-1451,-1167,582,FALSE
13840,-10044,-700,-1159,-987,287,FALSE
13996,-9844,-940,-820,-681,89,FALSE
13912,-9772,-956,-531,-362,-15,FALSE
13988,-9736,-900,-94,49,11,FALSE
14056,-9772,-1220,408,349,-67,FALSE
14080,-9644,-992,711,480,-82,FALSE
14024,-9700,-796,946,553,60,FALSE
13636,-9532,-828,887,285,233,FALSE
13720,-9368,-832,200,-287,436,FALSE
13892,-9572,-488,-641,-745,552,FALSE
13724,-9620,-284,-1191,-1070,566,FALSE
13684,-9900,-656,-1441,-1171,540,FALSE
13824,-9928,-736,-1369,-882,349,FALSE
13756,-9816,-636,-1466,-694,287,FALSE
13772,-9844,-620,-1520,-493,308,FALSE
13764,-9972,-640,-1339,-411,221,FALSE
13772,-9972,-816,-951,-320,176,FALSE
13864,-9996,-1068,-376,-181,88,FALSE
13900,-9956,-1208,401,79,-101,FALSE
13888,-9548,-1152,730,148,-104,FALSE
13960,-9712,-904,944,285,-137,FALSE
13820,-9800,-1084,1209,440,-5,FALSE
13628,-9356,-956,1015,277,202,FALSE
13532,-9592,-804,119,-239,417,FALSE
13764,-9696,-420,-697,-536,573,FALSE
13748,-10048,-532,-898,-733,447,FALSE
13440,-9872,-732,-1162,-862,479,FALSE
13652,-9876,-756,-1392,-1092,450,FALSE
13612,-9876,-620,-1521,-1047,366,FALSE
13724,-9752,-680,-1703,-994,384,FALSE
13860,-9640,-772,-1814,-881,460,FALSE
14004,-9888,-944,-1647,-536,398,FALSE
13840,-10116,-1144,-1288,-105,326,FALSE
14128,-9244,-1476,-571,320,201,FALSE
14224,-9204,-1116,36,509,114,FALSE
14248,-9088,-472,-112,851,246,FALSE
14260,-9128,-384,-340,1078,586,FALSE
13580,-9188,-800,-896,716,1085,FALSE
13844,-9368,-972,-1728,-64,1524,FALSE
14112,-9384,-1148,-2067,-382,1571,FALSE
14096,-9232,-1400,-1862,-356,1426,FALSE
13992,-9172,-1348,-2232,-28,1583,FALSE
13884,-9620,-1292,-2285,297,1782,FALSE
13620,-9640,-1000,-2428,487,2039,FALSE
13280,-9760,-1028,-2725,271,2412,FALSE
13364,-10024,-1304,-3193,143,2657,FALSE
13256,-10444,-1604,-2861,13,2636,FALSE
13220,-10784,-1420,-2348,253,2283,FALSE
13472,-10772,-852,-1582,547,1967,FALSE
13380,-10640,-924,-1165,730,1603,FALSE
13304,-10128,-908,-1316,495,1594,FALSE
13172,-9952,-696,-2029,-51,1887,FALSE
13556,-9676,-764,-3134,-214,2157,FALSE
13644,-9640,-432,-4419,-195,2564,FALSE
13848,-9960,-352,-5316,230,2741,FALSE
13532,-9768,-540,-6007,864,2962,FALSE
13180,-10168,-740,-6803,1133,3234,FALSE
12840,-10048,-1188,-7640,955,3497,FALSE
12884,-10772,-1320,-7823,740,3573,FALSE
12996,-10860,-1428,-7186,975,3264,FALSE
12948,-11180,-2052,-6079,1351,2921,FALSE
12744,-11008,-2208,-5122,1397,2691,FALSE
