a1,a2,a3,g1,g2,g3,LABEL
15168,-7432,764,-451,-921,663,HEALTHY
15320,-7240,1116,171,-909,609,HEALTHY
15384,-7128,1264,544,-849,633,HEALTHY
15284,-7100,1068,849,-696,654,HEALTHY
15308,-7364,1308,996,-696,724,HEALTHY
15476,-7216,1352,1154,-687,662,HEALTHY
15344,-6940,1524,997,-646,566,HEALTHY
15496,-6932,1972,620,-811,479,HEALTHY
15432,-6884,1976,173,-947,394,HEALTHY
15304,-6796,2100,-480,-1215,324,HEALTHY
15420,-6672,1920,-955,-1319,421,HEALTHY
15372,-6796,1608,-1155,-1417,555,HEALTHY
15348,-7024,1320,-1172,-1525,727,HEALTHY
15448,-7072,848,-989,-1442,907,HEALTHY
15636,-6728,752,-902,-1225,970,HEALTHY
15692,-6640,560,-968,-932,1011,HEALTHY
15600,-6692,480,-1243,-793,1149,HEALTHY
15412,-6976,160,-1250,-666,1200,HEALTHY
15424,-7112,72,-1283,-610,1127,HEALTHY
15596,-7044,-96,-1212,-660,1168,HEALTHY
15580,-7220,-292,-1269,-618,1208,HEALTHY
15672,-7216,-260,-1559,-627,1184,HEALTHY
15756,-7488,-556,-1400,-494,1093,HEALTHY
15328,-7788,-736,-909,-463,926,HEALTHY
15280,-7852,-716,0,-422,655,HEALTHY
14980,-7484,-612,694,-281,570,HEALTHY
15016,-7108,156,1016,-354,695,HEALTHY
14904,-7160,760,1144,-339,755,HEALTHY
14808,-7236,1312,1031,-360,826,HEALTHY
14748,-7508,1772,991,-557,818,HEALTHY
14680,-8004,2076,1114,-767,791,HEALTHY
14496,-8396,2076,1289,-1073,714,HEALTHY
14700,-8184,2288,1273,-1164,650,HEALTHY
14736,-8020,2116,970,-1179,561,HEALTHY
14688,-7952,1800,353,-1130,457,HEALTHY
14948,-7760,1120,-452,-1064,435,HEALTHY
15268,-7652,804,-1196,-873,445,HEALTHY
15112,-7820,444,-1672,-638,315,HEALTHY
15116,-7816,12,-1769,-551,266,HEALTHY
15124,-8120,-256,-1482,-487,130,HEALTHY
15540,-8148,-700,-997,-419,12,HEALTHY
15368,-7968,-644,-340,-470,-167,HEALTHY
15408,-7700,-592,107,-339,-318,HEALTHY
15316,-7728,-400,584,-294,-369,HEALTHY
15220,-7824,-344,990,-238,-443,HEALTHY
15176,-7952,-252,1460,-306,-528,HEALTHY
15132,-8040,-352,1988,-253,-634,HEALTHY
15088,-7888,-416,2541,-157,-766,HEALTHY
15272,-7724,-116,2782,-37,-650,HEALTHY
15092,-7396,68,2781,76,-505,HEALTHY
15196,-7584,44,2899,106,-420,HEALTHY
15156,-7328,784,2871,172,-364,HEALTHY
15184,-7440,916,2968,46,-392,HEALTHY
15028,-7596,1124,3077,-76,-419,HEALTHY
15052,-7892,1360,3311,-116,-489,HEALTHY
15008,-7768,1476,3533,-233,-464,HEALTHY
15032,-7772,1508,3804,-297,-556,HEALTHY
15148,-7468,1620,3920,-373,-590,HEALTHY
15284,-6868,1788,3558,-424,-562,HEALTHY
15284,-6440,2108,2652,-417,-378,HEALTHY
15404,-6444,2356,1669,-242,-268,HEALTHY
15376,-6856,2124,1255,-226,-201,HEALTHY
15256,-7128,1820,1370,-363,-104,HEALTHY
15412,-6960,1856,1664,-495,-87,HEALTHY
15568,-6736,1728,1870,-687,64,HEALTHY
15400,-6380,1816,1670,-861,252,HEALTHY
15500,-6648,1672,1480,-840,351,HEALTHY
15356,-6952,1564,1490,-639,337,HEALTHY
15308,-7144,1564,1583,-688,380,HEALTHY
15124,-7324,1360,1754,-871,413,HEALTHY
15164,-7396,1412,2027,-904,442,HEALTHY
15268,-7368,1236,2267,-963,394,HEALTHY
15188,-7316,1508,2389,-913,373,HEALTHY
15280,-7116,1708,2358,-956,387,HEALTHY
15236,-7196,1740,2402,-1026,463,HEALTHY
15084,-7316,1664,2531,-1116,475,HEALTHY
15208,-7220,1928,2620,-1197,497,HEALTHY
15316,-7016,2088,2605,-1194,482,HEALTHY
15288,-6900,2156,2376,-1301,479,HEALTHY
15296,-6980,2016,2332,-1385,505,HEALTHY
15300,-6884,2024,2182,-1433,605,HEALTHY
15228,-6756,2200,1838,-1516,589,HEALTHY
15288,-6852,2192,1612,-1648,612,HEALTHY
15336,-6752,2376,1432,-1654,699,HEALTHY
15240,-6684,2344,1131,-1829,774,HEALTHY
15364,-6524,2392,597,-1947,935,HEALTHY
15324,-6420,2416,182,-1998,1038,HEALTHY
15232,-6552,2296,-40,-2049,1026,HEALTHY
15376,-6772,2192,-107,-2106,1050,HEALTHY
15428,-6584,1896,-183,-2085,1144,HEALTHY
15260,-6804,1616,-194,-2297,1271,HEALTHY
15204,-7240,1396,-119,-2273,1277,HEALTHY
15212,-7596,1040,168,-2111,1195,HEALTHY
15272,-8180,800,814,-2117,1045,HEALTHY
15104,-8428,516,1608,-2230,952,HEALTHY
14984,-8492,276,2406,-2345,803,HEALTHY
14848,-8288,264,2846,-2397,699,HEALTHY
15288,-8268,500,3117,-2523,672,HEALTHY
15796,-8032,364,3152,-2219,588,HEALTHY
15144,-7936,392,3104,-2508,684,HEALTHY
14016,-7580,720,3362,-2635,543,HEALTHY
16552,-7944,476,3773,-1572,385,HEALTHY
15476,-7528,548,4187,-2374,467,HEALTHY
15312,-7116,848,4465,-2231,571,HEALTHY
15460,-6556,1140,4372,-1956,740,HEALTHY
15192,-6672,1256,3855,-2131,992,HEALTHY
15156,-7060,1308,3690,-2172,1061,HEALTHY
15360,-7180,1392,3820,-2178,1009,HEALTHY
15248,-7456,1320,3842,-2387,1027,HEALTHY
15204,-7324,1360,3787,-2390,1019,HEALTHY
15280,-7408,1292,3573,-2269,951,HEALTHY
15140,-7256,1276,3000,-2219,875,HEALTHY
15248,-7440,1056,2510,-2276,832,HEALTHY
15152,-7692,820,2451,-2328,737,HEALTHY
15164,-7720,648,2802,-2270,669,HEALTHY
15220,-7788,396,3090,-2156,606,HEALTHY
15316,-7544,480,3407,-2069,547,HEALTHY
15344,-7208,696,3284,-1950,641,HEALTHY
15444,-7216,888,2925,-1962,668,HEALTHY
15332,-7548,668,2804,-1983,683,HEALTHY
15288,-7652,768,2952,-2000,664,HEALTHY
15212,-7804,496,3341,-1930,569,HEALTHY
15224,-7488,568,3605,-2004,693,HEALTHY
15128,-7556,576,3690,-2010,665,HEALTHY
15096,-7636,780,3843,-2016,638,HEALTHY
15244,-7616,736,3862,-1886,576,HEALTHY
15300,-7564,840,3920,-1885,525,HEALTHY
15140,-7504,1104,3803,-1807,404,HEALTHY
15252,-7048,1464,3492,-1735,372,HEALTHY
15148,-7084,1320,3172,-1818,465,HEALTHY
15236,-7048,1452,2992,-1784,431,HEALTHY
15220,-7024,1320,3053,-1935,492,HEALTHY
15256,-7272,1356,3017,-1847,584,HEALTHY
15188,-7492,1344,2990,-1801,707,HEALTHY
15076,-7628,1340,2969,-1925,715,HEALTHY
15096,-7692,1536,2719,-1952,670,HEALTHY
14884,-7640,1396,2529,-2024,584,HEALTHY
14896,-7824,1336,2440,-2144,511,HEALTHY
15072,-7828,1048,2497,-2277,628,HEALTHY
15156,-8016,492,2858,-2352,595,HEALTHY
15028,-7756,204,3369,-2329,509,HEALTHY
14996,-7848,220,3848,-2232,393,HEALTHY
15216,-7752,108,4222,-1968,259,HEALTHY
15384,-7332,532,4401,-1765,216,HEALTHY
15432,-7072,804,4285,-1642,196,HEALTHY
15516,-6924,1160,4060,-1489,136,HEALTHY
15592,-6628,1344,4091,-1432,106,HEALTHY
15448,-6300,1304,3828,-1629,338,HEALTHY
15508,-6664,1204,3753,-1752,562,HEALTHY
15368,-7044,1412,4032,-1749,617,HEALTHY
15184,-7448,1492,4274,-1759,565,HEALTHY
15128,-7372,1536,4409,-1798,525,HEALTHY
15016,-7320,1660,4078,-1743,497,HEALTHY
15100,-7544,1764,3513,-1710,548,HEALTHY
14956,-7740,1688,3148,-1818,644,HEALTHY
14916,-7948,1764,3165,-1955,668,HEALTHY
14976,-7952,1396,3414,-1992,629,HEALTHY
14948,-7820,1380,3707,-1986,505,HEALTHY
15160,-7388,1472,3549,-1933,456,HEALTHY
15256,-7184,1336,3042,-1903,469,HEALTHY
15224,-7196,1424,2677,-1938,485,HEALTHY
15300,-7256,1480,2494,-1942,488,HEALTHY
15300,-7372,1204,2717,-2052,476,HEALTHY
15384,-7256,1296,3096,-2013,402,HEALTHY
15412,-7076,1332,3349,-2007,348,HEALTHY
15520,-6768,1420,3337,-1889,368,HEALTHY
15488,-6760,1424,3013,-1906,477,HEALTHY
15416,-6832,1504,2712,-1736,439,HEALTHY
15456,-7088,1588,2604,-1623,442,HEALTHY
15328,-7120,1648,2560,-1635,388,HEALTHY
15360,-7004,1820,2453,-1668,342,HEALTHY
15444,-7056,1680,2399,-1685,372,HEALTHY
15392,-7020,1688,2281,-1672,322,HEALTHY
15504,-7060,1516,2124,-1588,277,HEALTHY
15544,-6836,1192,2025,-1481,219,HEALTHY
15556,-6812,1320,2015,-1410,207,HEALTHY
15412,-6684,1248,1955,-1325,324,HEALTHY
15424,-6668,1452,1913,-1391,470,HEALTHY
15532,-6788,1476,1935,-1359,492,HEALTHY
15432,-6972,1680,1812,-1268,446,HEALTHY
15428,-6980,1468,1618,-1175,339,HEALTHY
15400,-6924,1536,1392,-1210,277,HEALTHY
15516,-6828,1596,1220,-1195,263,HEALTHY
15508,-6528,1564,992,-1138,273,HEALTHY
15544,-6508,1584,800,-1047,304,HEALTHY
15688,-6660,1536,658,-948,259,HEALTHY
15748,-6496,1404,572,-791,191,HEALTHY
15692,-6392,1352,363,-687,270,HEALTHY
15596,-6536,1332,238,-655,298,HEALTHY
15612,-6480,1632,23,-572,370,HEALTHY
15660,-6524,1404,-253,-509,396,HEALTHY
15560,-6632,1544,-483,-440,327,HEALTHY
15640,-6780,1440,-676,-294,250,HEALTHY
15632,-6672,1480,-743,-198,232,HEALTHY
15552,-6544,1148,-867,-181,248,HEALTHY
15536,-6656,1188,-965,-206,273,HEALTHY
15452,-6836,996,-1055,-152,277,HEALTHY
15632,-6852,1136,-1111,18,216,HEALTHY
15596,-6748,1216,-1331,162,175,HEALTHY
15472,-6900,1340,-1512,283,73,HEALTHY
15504,-7020,1292,-1560,442,-22,HEALTHY
15572,-6788,1328,-1631,491,-48,HEALTHY
15656,-6620,1480,-1872,549,-67,HEALTHY
15560,-6552,1644,-2088,641,-106,HEALTHY
15412,-6564,1540,-2313,714,-156,HEALTHY
15636,-6712,1464,-2499,809,-119,HEALTHY
15556,-6636,1280,-2628,818,-77,HEALTHY
15608,-6612,1276,-2717,937,-91,HEALTHY
15780,-6800,1192,-2713,1250,33,HEALTHY
15608,-6620,1356,-2891,1121,-110,HEALTHY
15472,-6668,1120,-3126,1181,-29,HEALTHY
15540,-6568,1384,-3299,1264,-18,HEALTHY
15404,-6836,1228,-3484,1275,78,HEALTHY
15496,-7000,1312,-3456,1239,124,HEALTHY
15492,-6976,1144,-3332,1272,95,HEALTHY
15344,-7024,1136,-3301,1347,82,HEALTHY
15284,-7192,1160,-3341,1386,60,HEALTHY
15500,-7064,1284,-3461,1517,39,HEALTHY
15292,-7044,1464,-3760,1453,89,HEALTHY
15304,-7236,1376,-3767,1452,12,HEALTHY
15272,-7352,1364,-3761,1413,124,HEALTHY
15200,-7448,1216,-3683,1432,61,HEALTHY
15224,-7644,1332,-3518,1402,8,HEALTHY
15348,-7388,1176,-3543,1496,-23,HEALTHY
15284,-7384,1224,-3718,1471,67,HEALTHY
15188,-7572,1168,-3861,1479,25,HEALTHY
15184,-7616,1168,-3738,1592,-79,HEALTHY
15200,-7540,1208,-3667,1609,-115,HEALTHY
15184,-7548,1228,-3689,1550,-90,HEALTHY
15132,-7624,1316,-3569,1592,-107,HEALTHY
15120,-7572,1296,-3463,1574,-147,HEALTHY
15060,-7544,1324,-3430,1587,-209,HEALTHY
15176,-7484,1400,-3480,1665,-245,HEALTHY
15112,-7300,1520,-3699,1682,-229,HEALTHY
15192,-7492,1352,-3760,1669,-235,HEALTHY
14980,-7616,1644,-3780,1701,-264,HEALTHY
15104,-7616,1436,-3740,1717,-322,HEALTHY
15036,-7536,1472,-3794,1727,-378,HEALTHY
15116,-7416,1552,-3827,1610,-378,HEALTHY
15052,-7636,1380,-3887,1537,-371,HEALTHY
15164,-7544,1368,-3770,1572,-423,HEALTHY
15224,-7476,1388,-3718,1630,-404,HEALTHY
15220,-7380,1504,-3758,1554,-339,HEALTHY
15180,-7476,1336,-3756,1565,-313,HEALTHY
15232,-7440,1416,-3693,1509,-362,HEALTHY
15056,-7388,1504,-3639,1566,-405,HEALTHY
15152,-7568,1440,-3611,1508,-327,HEALTHY
15200,-7380,1700,-3680,1443,-303,HEALTHY
15212,-7276,1564,-3789,1439,-310,HEALTHY
15356,-7384,1476,-3954,1447,-371,HEALTHY
15256,-7404,1336,-3825,1463,-439,HEALTHY
15172,-7508,1464,-3694,1493,-451,HEALTHY
15140,-7408,1444,-3555,1452,-485,HEALTHY
15124,-7332,1360,-3641,1433,-422,HEALTHY
15320,-7260,1480,-3729,1495,-344,HEALTHY
15204,-7432,1532,-3780,1554,-308,HEALTHY
15128,-7524,1564,-3699,1464,-328,HEALTHY
15128,-7612,1524,-3569,1352,-329,HEALTHY
15200,-7176,1432,-3656,1364,-321,HEALTHY
15304,-7160,1408,-3860,1397,-268,HEALTHY
15176,-7396,1440,-3798,1371,-264,HEALTHY
15260,-7492,1424,-3482,1324,-211,HEALTHY
15204,-7396,1444,-3347,1350,-209,HEALTHY
15400,-7300,1560,-3431,1397,-189,HEALTHY
15172,-7176,1412,-3549,1352,-108,HEALTHY
15140,-7420,1340,-3600,1209,-41,HEALTHY
15020,-7720,1368,-3475,1211,-31,HEALTHY
14992,-7780,1308,-3198,1112,-72,HEALTHY
14992,-7856,1372,-2985,1100,-88,HEALTHY
15096,-7680,1376,-2961,1136,-106,HEALTHY
14944,-7680,1520,-3060,1147,-55,HEALTHY
14988,-7876,1560,-2978,1030,1,HEALTHY
14872,-8124,1492,-2732,1000,9,HEALTHY
14892,-8136,1392,-2378,902,-29,HEALTHY
14892,-8144,1464,-2070,738,-166,HEALTHY
15008,-7844,1460,-1966,777,-130,HEALTHY
15080,-7536,1572,-2126,867,-123,HEALTHY
14988,-7568,1672,-2374,902,-127,HEALTHY
14876,-7764,1952,-2439,852,-160,HEALTHY
14784,-7872,1828,-2253,688,-134,HEALTHY
14780,-7940,1892,-1973,542,-104,HEALTHY
15048,-7880,1760,-1779,420,-75,HEALTHY
14852,-7820,1532,-1625,334,-11,HEALTHY
14908,-7712,1640,-1706,265,60,HEALTHY
14940,-7708,1516,-1800,123,88,HEALTHY
15024,-7976,1452,-1658,96,105,HEALTHY
14936,-8156,1468,-1270,121,-10,HEALTHY
14980,-7896,1380,-957,144,-16,HEALTHY
14976,-7556,1240,-901,100,41,HEALTHY
15056,-7464,1420,-890,60,92,HEALTHY
15068,-7512,1652,-854,16,166,HEALTHY
15064,-7756,1736,-625,33,168,HEALTHY
15028,-7804,1688,-342,-82,124,HEALTHY
14948,-7704,1700,-249,-240,199,HEALTHY
14900,-7684,1656,-197,-340,202,HEALTHY
15040,-7640,1692,-221,-353,279,HEALTHY
14780,-7680,1620,-187,-423,264,HEALTHY
14952,-7904,1664,-61,-438,205,HEALTHY
15028,-7740,1740,111,-400,148,HEALTHY
15108,-7596,1800,109,-424,121,HEALTHY
15100,-7484,1800,2,-477,121,HEALTHY
15064,-7376,1788,-100,-556,159,HEALTHY
15052,-7584,1628,-160,-688,266,HEALTHY
15148,-7496,1600,-95,-838,315,HEALTHY
15180,-7488,1304,58,-881,339,HEALTHY
15288,-7452,1252,224,-828,379,HEALTHY
15112,-7588,1396,453,-824,414,HEALTHY
15200,-7520,1132,551,-754,358,HEALTHY
15160,-7508,1224,596,-664,320,HEALTHY
15140,-7308,1416,495,-598,313,HEALTHY
15148,-7460,1592,375,-592,304,HEALTHY
15020,-7524,1620,414,-656,252,HEALTHY
15140,-7484,1712,529,-751,216,HEALTHY
15236,-7396,1416,613,-761,203,HEALTHY
15124,-7276,1608,619,-751,256,HEALTHY
15032,-7348,1652,620,-751,292,HEALTHY
15096,-7380,1560,571,-815,341,HEALTHY
15144,-7488,1684,671,-822,317,HEALTHY
15148,-7616,1496,719,-812,317,HEALTHY
15220,-7696,1460,806,-905,295,HEALTHY
15124,-7600,1340,907,-923,284,HEALTHY
15248,-7472,1420,850,-877,252,HEALTHY
15164,-7340,1336,766,-854,302,HEALTHY
15064,-7432,1332,812,-877,257,HEALTHY
15068,-7656,1140,951,-866,270,HEALTHY
15160,-7596,1204,1128,-809,295,HEALTHY
15192,-7408,1460,1224,-868,350,HEALTHY
15124,-7388,1696,1233,-838,343,HEALTHY
15064,-7292,1728,1110,-837,365,HEALTHY
15124,-7308,1816,954,-827,391,HEALTHY
15124,-7412,1768,910,-934,405,HEALTHY
15128,-7388,1672,954,-1013,362,HEALTHY
15112,-7456,1484,1143,-1057,419,HEALTHY
15236,-7316,1540,1195,-1076,422,HEALTHY
15152,-7280,1648,1129,-959,460,HEALTHY
15248,-7312,1564,921,-987,528,HEALTHY
15124,-7448,1520,986,-981,468,HEALTHY
15124,-7532,1448,1040,-1049,518,HEALTHY
15152,-7688,1412,1303,-1135,463,HEALTHY
15196,-7496,1276,1439,-1116,468,HEALTHY
15192,-7240,1372,1403,-1057,456,HEALTHY
15216,-7276,1440,1256,-1007,465,HEALTHY
15220,-7452,1484,1209,-984,461,HEALTHY
15120,-7548,1540,1355,-996,441,HEALTHY
15124,-7604,1460,1601,-1024,374,HEALTHY
15208,-7516,1472,1631,-1071,369,HEALTHY
15232,-7280,1460,1454,-1086,330,HEALTHY
15228,-7160,1764,1237,-1018,322,HEALTHY
15128,-7220,1644,1050,-971,320,HEALTHY
15200,-7280,1620,1121,-944,266,HEALTHY
15144,-7436,1444,1185,-969,268,HEALTHY
15244,-7412,1584,1301,-1056,267,HEALTHY
15248,-7176,1492,1317,-1135,298,HEALTHY
15164,-7292,1544,1173,-1163,393,HEALTHY
15172,-7260,1468,1009,-1077,440,HEALTHY
15188,-7260,1544,963,-1047,454,HEALTHY
15188,-7472,1468,1002,-1025,444,HEALTHY
15036,-7548,1444,1246,-1070,408,HEALTHY
15192,-7616,1324,1447,-1103,413,HEALTHY
15164,-7412,1396,1410,-1139,381,HEALTHY
15284,-7368,1296,1350,-1106,410,HEALTHY
15192,-7328,1304,1177,-1038,414,HEALTHY
15212,-7348,1352,1201,-981,403,HEALTHY
15204,-7308,1340,1325,-933,335,HEALTHY
15180,-7364,1424,1453,-924,367,HEALTHY
15276,-7320,1536,1527,-948,430,HEALTHY
15160,-7320,1588,1532,-1037,424,HEALTHY
15200,-7420,1884,1444,-1088,466,HEALTHY
15176,-7416,1720,1369,-1037,432,HEALTHY
15112,-7436,1596,1278,-1013,396,HEALTHY
15208,-7280,1792,1186,-968,391,HEALTHY
15196,-7404,1508,1127,-1020,356,HEALTHY
15236,-7352,1676,1170,-1048,381,HEALTHY
15104,-7368,1512,1299,-1044,380,HEALTHY
15284,-7364,1340,1263,-1133,434,HEALTHY
15116,-7424,1624,1269,-1115,519,HEALTHY
15220,-7448,1628,1264,-1080,453,HEALTHY
15096,-7348,1604,1216,-1174,484,HEALTHY
15128,-7556,1412,1197,-1166,462,HEALTHY
15056,-7612,1420,1325,-1091,421,HEALTHY
15160,-7568,1396,1493,-1041,425,HEALTHY
15184,-7372,1488,1517,-1120,439,HEALTHY
15148,-7312,1644,1430,-1097,407,HEALTHY
15188,-7444,1552,1332,-1057,428,HEALTHY
15172,-7492,1600,1360,-1078,414,HEALTHY
15084,-7480,1592,1396,-1081,394,HEALTHY
15196,-7520,1740,1410,-1123,412,HEALTHY
15144,-7524,1568,1344,-1180,459,HEALTHY
15112,-7368,1584,1430,-1215,500,HEALTHY
15160,-7376,1560,1439,-1190,454,HEALTHY
15208,-7404,1472,1421,-1198,440,HEALTHY
15088,-7532,1316,1442,-1124,464,HEALTHY
15032,-7520,1500,1540,-1140,406,HEALTHY
15092,-7556,1668,1671,-1089,335,HEALTHY
15016,-7380,1564,1728,-1141,405,HEALTHY
15232,-7500,1816,1634,-1315,562,HEALTHY
15204,-7532,1864,1686,-1157,381,HEALTHY
15228,-7412,1700,1614,-1283,396,HEALTHY
15188,-7468,1672,1488,-1367,404,HEALTHY
15108,-7564,1532,1612,-1260,341,HEALTHY
15232,-7436,1244,1680,-1221,336,HEALTHY
15180,-7120,1444,1833,-1178,362,HEALTHY
15188,-7252,1728,1761,-1165,460,HEALTHY
15068,-7432,1524,1792,-1207,529,HEALTHY
15076,-7564,1680,1890,-1219,526,HEALTHY
15100,-7468,1792,1885,-1269,578,HEALTHY
15196,-7408,1640,1794,-1322,586,HEALTHY
15204,-7520,1696,1725,-1323,543,HEALTHY
15056,-7492,1616,1673,-1311,540,HEALTHY
15092,-7672,1476,1809,-1321,508,HEALTHY
15036,-7776,1624,1938,-1395,485,HEALTHY
15052,-7732,1720,2002,-1474,475,HEALTHY
15204,-7456,1564,1873,-1429,443,HEALTHY
15180,-7380,1944,1610,-1355,412,HEALTHY
15040,-7396,1564,1435,-1377,329,HEALTHY
15176,-7396,1520,1534,-1291,242,HEALTHY
15400,-7180,1512,1645,-1227,166,HEALTHY
15264,-6800,1556,1599,-1213,187,HEALTHY
15356,-6800,1868,1333,-1159,293,HEALTHY
15532,-6824,1816,1072,-1095,277,HEALTHY
15384,-6852,1860,917,-1052,284,HEALTHY
15228,-6972,1900,814,-995,253,HEALTHY
15492,-6708,1648,700,-1039,265,HEALTHY
15440,-6816,1768,617,-985,271,HEALTHY
15448,-6724,1660,445,-977,290,HEALTHY
15516,-6856,1484,230,-945,325,HEALTHY
15464,-6836,1500,168,-883,282,HEALTHY
15452,-7128,1300,74,-852,274,HEALTHY
15384,-6976,1232,73,-729,189,HEALTHY
15420,-6996,1424,-50,-643,138,HEALTHY
15512,-6944,1200,-202,-587,73,HEALTHY
15444,-6956,1372,-370,-474,81,HEALTHY
15460,-6812,1520,-529,-351,100,HEALTHY
15576,-6632,1396,-709,-205,68,HEALTHY
15588,-6656,1500,-892,-190,140,HEALTHY
15564,-6720,1556,-1059,-268,210,HEALTHY
15472,-6852,1168,-964,-272,250,HEALTHY
15436,-6844,1304,-941,-180,257,HEALTHY
15416,-6896,1076,-969,-53,248,HEALTHY
15412,-6852,1248,-1095,88,202,HEALTHY
15520,-6896,1184,-1237,283,151,HEALTHY
15392,-7000,1512,-1403,433,94,HEALTHY
15436,-6988,1552,-1542,530,38,HEALTHY
15396,-7004,1620,-1734,535,53,HEALTHY
15356,-7092,1560,-1878,537,65,HEALTHY
15328,-7020,1528,-1980,529,45,HEALTHY
15336,-6968,1436,-2067,590,33,HEALTHY
15300,-6952,1420,-2194,616,70,HEALTHY
15416,-7104,1332,-2247,646,14,HEALTHY
15336,-7132,1348,-2342,726,45,HEALTHY
15252,-7020,1216,-2490,733,10,HEALTHY
15336,-7200,1280,-2524,833,26,HEALTHY
15340,-7080,1240,-2538,903,-41,HEALTHY
15296,-7120,1260,-2571,897,-21,HEALTHY
15264,-7220,1352,-2571,923,-46,HEALTHY
15356,-7244,1240,-2565,991,-44,HEALTHY
15228,-7284,1192,-2603,1058,-46,HEALTHY
15116,-7180,1464,-2705,1027,-42,HEALTHY
15196,-7280,1456,-2869,1098,-15,HEALTHY
15276,-7432,1564,-2944,1116,-59,HEALTHY
15248,-7332,1632,-2973,1128,-106,HEALTHY
15092,-7348,1400,-2950,1192,-172,HEALTHY
15316,-7264,1616,-3016,1204,-123,HEALTHY
15172,-7168,1448,-3179,1203,-144,HEALTHY
15256,-7392,1488,-3270,1195,-158,HEALTHY
15228,-7396,1336,-3290,1239,-233,HEALTHY
15316,-7252,1392,-3337,1335,-288,HEALTHY
15204,-7176,1484,-3427,1410,-312,HEALTHY
15084,-7020,1524,-3585,1356,-302,HEALTHY
15232,-7044,1396,-3688,1450,-348,HEALTHY
15372,-7048,1488,-3740,1429,-314,HEALTHY
15364,-6988,1624,-3817,1462,-307,HEALTHY
15340,-6960,1668,-3988,1482,-232,HEALTHY
15300,-6996,1632,-4188,1481,-174,HEALTHY
15372,-7000,1508,-4265,1467,-134,HEALTHY
15320,-6984,1328,-4347,1447,-81,HEALTHY
15264,-7028,1280,-4346,1375,57,HEALTHY
15372,-6980,1172,-4436,1439,121,HEALTHY
15356,-7068,1368,-4521,1481,151,HEALTHY
15308,-7252,1564,-4692,1590,113,HEALTHY
15184,-7272,1404,-4909,1542,201,HEALTHY
15104,-7416,1156,-4915,1492,231,HEALTHY
15120,-7720,1100,-4889,1598,207,HEALTHY
15056,-7620,1264,-4913,1602,164,HEALTHY
15096,-7748,1216,-4959,1544,201,HEALTHY
15008,-7696,1132,-5166,1459,260,HEALTHY
14996,-7768,1024,-5090,1541,171,HEALTHY
15048,-7752,932,-5184,1603,193,HEALTHY
15028,-7776,948,-5114,1620,152,HEALTHY
14880,-7896,944,-5080,1613,165,HEALTHY
14976,-7820,952,-5222,1697,90,HEALTHY
14992,-7960,876,-5144,1712,82,HEALTHY
15000,-8084,728,-5177,1740,55,HEALTHY
14780,-8024,1088,-5137,1826,112,HEALTHY
14944,-8200,1032,-4990,1817,-7,HEALTHY
14900,-8420,812,-4747,1770,-129,HEALTHY
15016,-8408,888,-4404,1688,-242,HEALTHY
14900,-8184,876,-4191,1688,-321,HEALTHY
14972,-8088,796,-4095,1577,-332,HEALTHY
14888,-7932,704,-4080,1677,-320,HEALTHY
14956,-7808,820,-4108,1617,-267,HEALTHY
15036,-7748,928,-4089,1597,-337,HEALTHY
15028,-7820,872,-3963,1552,-432,HEALTHY
14948,-7752,680,-3716,1514,-426,HEALTHY
14992,-7768,1000,-3507,1515,-425,HEALTHY
15028,-7628,1108,-3551,1482,-291,HEALTHY
15020,-7584,1096,-3462,1470,-310,HEALTHY
15036,-7584,1116,-3413,1481,-314,HEALTHY
15100,-7772,1224,-3423,1382,-273,HEALTHY
14964,-7828,1208,-3350,1316,-258,HEALTHY
15008,-7820,1080,-3288,1299,-277,HEALTHY
15024,-7744,1152,-3372,1287,-309,HEALTHY
15112,-7676,1200,-3397,1312,-300,HEALTHY
14936,-7652,1064,-3437,1242,-268,HEALTHY
15020,-7756,1156,-3399,1201,-187,HEALTHY
14956,-7872,928,-3167,1099,-130,HEALTHY
15000,-7788,1224,-3091,1077,-116,HEALTHY
15152,-7644,1072,-3111,1106,-129,HEALTHY
15100,-7724,1132,-3152,1003,-131,HEALTHY
15028,-7840,1216,-3102,1018,-186,HEALTHY
15176,-7816,1012,-3053,956,-129,HEALTHY
14992,-7808,996,-2905,907,-170,HEALTHY
15124,-7776,1120,-2861,895,-137,HEALTHY
15116,-7584,1056,-2906,904,-125,HEALTHY
15104,-7452,1152,-3122,916,-47,HEALTHY
15052,-7636,1144,-3228,818,72,HEALTHY
14996,-7796,960,-3123,713,150,HEALTHY
15052,-7864,988,-2854,648,237,HEALTHY
14852,-7948,892,-2654,499,304,HEALTHY
14868,-8148,672,-2424,446,344,HEALTHY
14956,-8164,688,-2245,419,264,HEALTHY
14820,-8156,604,-2286,445,274,HEALTHY
14900,-8088,632,-2369,504,247,HEALTHY
15104,-8280,640,-2245,477,189,HEALTHY
14896,-8304,612,-2025,437,163,HEALTHY
14980,-8320,440,-1650,334,129,HEALTHY
14892,-8168,524,-1282,307,82,HEALTHY
14860,-7980,692,-1121,311,98,HEALTHY
15048,-7836,836,-1204,303,141,HEALTHY
15016,-7912,780,-1241,221,133,HEALTHY
15028,-7904,944,-1245,283,153,HEALTHY
14964,-7872,1052,-1059,282,130,HEALTHY
14852,-7800,1064,-1004,198,104,HEALTHY
14988,-7780,1360,-980,184,75,HEALTHY
